,ISO Date,ISO3 codes,COVID 19 Event,Conflict Event,Perpetrator category,Weapons use,Total health worker killed,Total health worker kidnapped,Deprivation of Liberty,Total health worker arrested,Total health worker threatened,Total health worker injured,Total health worker assaulted,Total health worker discriminated against,Total health worker sexual violence,Total health worker missing,Total health worker tortured
319,2020-04-15 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
320,2020-04-15 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
321,2020-04-15 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,2020-04-15 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
323,2020-04-15 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
324,2020-04-15 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
325,2020-04-15 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
326,2020-04-15 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,2020-04-15 00:00:00,NPL,COVIDEvent,NotApplicable,stateforces,Other,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
328,2020-04-15 00:00:00,PAK,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,2020-04-15 00:00:00,SUD,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,2020-04-15 00:00:00,SUD,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
331,2020-04-15 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
332,2020-04-16 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,2020-04-16 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
336,2020-04-16 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,4.0,Freed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,2020-04-16 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
338,2020-04-16 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,2020-04-16 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,ExplosiveWeapons,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,2020-04-16 00:00:00,MEX,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,2020-04-16 00:00:00,TUN,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,2020-04-16 00:00:00,BRA,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
344,2020-04-17 00:00:00,COD,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
345,2020-04-17 00:00:00,COD,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,2020-04-17 00:00:00,COD,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
347,2020-04-17 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
348,2020-04-17 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
350,2020-04-17 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,2020-04-17 00:00:00,LBY,NotApplicable,ConflictEvent,stateforces,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,2020-04-17 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,2020-04-17 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
354,2020-04-18 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
355,2020-04-19 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,2020-04-19 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
358,2020-04-19 00:00:00,NGA,COVIDEvent,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
359,2020-04-20 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,2020-04-20 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
361,2020-04-20 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
362,2020-04-20 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
364,2020-04-20 00:00:00,MMR,NotApplicable,ConflictEvent,noinformation,NoInformation,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
365,2020-04-20 00:00:00,MMR,COVIDEvent,ConflictEvent,noinformation,Firearm,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
366,2020-05-20 00:00:00,NGA,NotApplicable,ConflictEvent,nonstateactor,Firearm,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,2020-04-21 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
368,2020-04-21 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
369,2020-04-21 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
370,2020-04-21 00:00:00,YEM,NotApplicable,ConflictEvent,noinformation,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,2020-04-22 00:00:00,EGY,COVIDEvent,NotApplicable,noinformation,Other,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
372,2020-04-22 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,2020-04-22 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
375,2020-04-22 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
376,2020-04-22 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,2020-04-22 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,2020-04-22 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
380,2020-04-22 00:00:00,NGA,COVIDEvent,ConflictEvent,stateforces,NoInformation,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
381,2020-04-22 00:00:00,ZAF,COVIDEvent,NotApplicable,multiple,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,2020-04-22 00:00:00,SUD,NotApplicable,ConflictEvent,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
383,2020-04-23 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,NoWeapons,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
384,2020-04-23 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
385,2020-04-23 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
386,2020-04-23 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
387,2020-04-23 00:00:00,ZAF,COVIDEvent,NotApplicable,multiple,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,2020-04-24 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,2020-04-25 00:00:00,BFA,COVIDEvent,NotApplicable,noinformation,Other,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
390,2020-04-25 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
391,2020-04-25 00:00:00,MDG,NotApplicable,ConflictEvent,nonstateactor,NoInformation,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
392,2020-04-25 00:00:00,MMR,COVIDEvent,ConflictEvent,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,2020-04-26 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,2020-04-26 00:00:00,NGA,NotApplicable,ConflictEvent,nonstateactor,Firearm,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,2020-04-27 00:00:00,BOL,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
396,2020-04-27 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
397,2020-04-27 00:00:00,KEN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,2020-04-27 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
399,2020-04-28 00:00:00,HTI,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,2020-04-28 00:00:00,IND,COVIDEvent,NotApplicable,multiple,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,2020-04-28 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
402,2020-04-28 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,2020-04-28 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,2020-04-28 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,2020-04-28 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
406,2020-04-28 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,NoInformation,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,2020-04-29 00:00:00,BRA,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,2020-04-29 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
409,2020-04-29 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
410,2020-04-29 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,2020-04-29 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,2020-04-29 00:00:00,LBY,NotApplicable,ConflictEvent,stateforces,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,2020-04-29 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,2020-04-29 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
416,2020-04-30 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,2020-04-30 00:00:00,MMR,COVIDEvent,ConflictEvent,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,2020-04-01 00:00:00,USA,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
419,2020-04-02 00:00:00,NZL,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,2020-04-02 00:00:00,PHL,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,2020-04-05 00:00:00,AUS,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
422,2020-04-05 00:00:00,AUS,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
424,2020-05-01 00:00:00,BRA,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
425,2020-05-01 00:00:00,GEO,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
426,2020-05-01 00:00:00,IDN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
427,2020-05-01 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
428,2020-05-02 00:00:00,MEX,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
429,2020-05-02 00:00:00,YEM,COVIDEvent,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,2020-05-04 00:00:00,BGD,COVIDEvent,NotApplicable,civilian,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,2020-05-04 00:00:00,HND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,2020-05-04 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,2020-05-04 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
435,2020-05-04 00:00:00,PAK,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,2020-05-05 00:00:00,COL,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
437,2020-05-05 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
438,2020-05-05 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
439,2020-05-05 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,2020-05-05 00:00:00,NGA,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,2020-05-05 00:00:00,GBR,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
443,2020-05-06 00:00:00,MMR,COVIDEvent,ConflictEvent,multiple,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,2020-05-06 00:00:00,NGA,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,2020-05-06 00:00:00,SLE,COVIDEvent,NotApplicable,multiple,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,2020-05-06 00:00:00,ZAF,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,2020-05-06 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
448,2020-05-06 00:00:00,EGY,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,2020-05-07 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
450,2020-05-07 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,2020-05-07 00:00:00,KGZ,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,2020-05-07 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
453,2020-05-07 00:00:00,PSE,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,2020-05-07 00:00:00,SEN,COVIDEvent,NotApplicable,multiple,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,2020-05-07 00:00:00,ZAF,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,2020-05-08 00:00:00,COL,NotApplicable,ConflictEvent,nonstateactor,Firearm,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,2020-05-08 00:00:00,COL,NotApplicable,ConflictEvent,nonstateactor,NoWeapons,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,2020-05-08 00:00:00,GTM,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
459,2020-05-08 00:00:00,LBY,COVIDEvent,ConflictEvent,stateforces,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,2020-05-08 00:00:00,ZAF,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,2020-05-08 00:00:00,UGA,NotApplicable,ConflictEvent,nonstateactor,Firearm,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,2020-05-08 00:00:00,MEX,NotApplicable,ConflictEvent,nonstateactor,NoInformation,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,2020-05-09 00:00:00,COD,COVIDEvent,ConflictEvent,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,2020-05-09 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,2020-05-09 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
466,2020-05-09 00:00:00,MEX,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,2020-05-09 00:00:00,YEM,COVIDEvent,ConflictEvent,nonstateactor,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,2020-05-10 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,2020-05-10 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
470,2020-05-11 00:00:00,CMR,COVIDEvent,ConflictEvent,stateforces,NoWeapons,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,2020-05-11 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
472,2020-05-11 00:00:00,LBY,NotApplicable,ConflictEvent,stateforces,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,2020-05-12 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,2020-05-12 00:00:00,AFG,NotApplicable,ConflictEvent,nonstateactor,Firearm,1.0,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
475,2020-05-12 00:00:00,MEX,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
476,2020-05-12 00:00:00,MEX,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
477,2020-05-12 00:00:00,MOZ,NotApplicable,ConflictEvent,nonstateactor,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,2020-05-13 00:00:00,CAN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
479,2020-05-13 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
480,2020-05-13 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,2020-05-14 00:00:00,BUR,NotApplicable,ConflictEvent,stateforces,NoWeapons,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,2020-05-14 00:00:00,CMR,COVIDEvent,ConflictEvent,nonstateactor,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,2020-05-14 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,2020-05-14 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,2020-05-14 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,2020-05-14 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,2020-05-14 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,2020-05-14 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
490,2020-05-14 00:00:00,PAK,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
