,ISO Date,ISO3 codes,COVID 19 Event,Conflict Event,Perpetrator category,Weapons use,Total health worker killed,Total health worker kidnapped,Deprivation of Liberty,Total health worker arrested,Total health worker threatened,Total health worker injured,Total health worker assaulted,Total health worker discriminated against,Total health worker sexual violence,Total health worker missing,Total health worker tortured
818,2020-09-21 00:00:00,YEM,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,2020-09-01 00:00:00,BFA,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,1.0,NoInformation ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,2020-09-02 00:00:00,IND,NotApplicable,ConflictEvent,stateforces,NoInformation,0.0,1.0,Freed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,2020-09-04 00:00:00,MLI,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,2020-09-05 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,2020-09-06 00:00:00,AFG,NotApplicable,ConflictEvent,nonstateactor,Firearm,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,2020-09-06 00:00:00,VEN,NotApplicable,ConflictEvent,stateforces,NoInformation,0.0,1.0,NoInformation ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,2020-09-07 00:00:00,MLI,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,2020-09-07 00:00:00,NGA,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,2020-09-08 00:00:00,MLI,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,2020-09-08 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
829,2020-09-09 00:00:00,CMR,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,2020-09-09 00:00:00,CAF,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,2020-09-10 00:00:00,LBY,NotApplicable,ConflictEvent,stateforces,NoInformation,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
832,2020-09-11 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
833,2020-09-11 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,1.0,NoInformation ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,2020-09-14 00:00:00,BUR,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
835,2020-09-14 00:00:00,PAK,NotApplicable,ConflictEvent,nonstateactor,Other,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,2020-09-14 00:00:00,SYR,NotApplicable,ConflictEvent,multiple,Firearm,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
837,2020-09-14 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,2020-09-17 00:00:00,GRE,NotApplicable,ConflictEvent,stateforces,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,2020-09-21 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,2020-09-21 00:00:00,NER,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,2020-09-21 00:00:00,NGA,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,1.0,NoInformation ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,2020-09-21 00:00:00,PAK,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,5.0,Freed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,2020-09-21 00:00:00,YEM,NotApplicable,ConflictEvent,noinformation,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,2020-09-22 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,2020-09-22 00:00:00,MEX,NotApplicable,ConflictEvent,nonstateactor,NoInformation,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,2020-09-23 00:00:00,CMR,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,2020-09-23 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,2020-09-27 00:00:00,NER,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,2020-09-30 00:00:00,SSD,NotApplicable,ConflictEvent,nonstateactor,Firearm,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,2020-08-17 00:00:00,COD,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,2020-08-17 00:00:00,GIN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,2020-08-20 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
853,2020-08-21 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
854,2020-08-24 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855,2020-08-25 00:00:00,IDN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
856,2020-08-25 00:00:00,CHL,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,2020-08-31 00:00:00,MMR,COVIDEvent,ConflictEvent,stateforces,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,2020-09-01 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,2020-09-01 00:00:00,CHN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,2020-09-01 00:00:00,MAR,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,2020-09-01 00:00:00,GTM,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,2020-09-02 00:00:00,MNG,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,2020-09-05 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,2020-09-05 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
866,2020-09-06 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
867,2020-09-08 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,2020-09-08 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
869,2020-09-12 00:00:00,GEO,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,2020-09-13 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871,2020-10-15 00:00:00,ARG,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,2020-10-14 00:00:00,DZA,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
874,2020-10-14 00:00:00,KAZ,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,2020-10-14 00:00:00,TUR,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,2020-10-14 00:00:00,LBN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,2020-10-13 00:00:00,BRA,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879,2020-10-13 00:00:00,IRQ,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,2020-10-12 00:00:00,TUN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,2020-10-12 00:00:00,PER,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883,2020-10-12 00:00:00,IRQ,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,2020-10-11 00:00:00,ARG,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
886,2020-10-11 00:00:00,IRQ,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,2020-10-09 00:00:00,KAZ,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,2020-10-09 00:00:00,BOL,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,2020-10-09 00:00:00,ECU,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,2020-09-24 00:00:00,BOL,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,2020-09-19 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
894,2020-10-31 16:55:00,NGA,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
895,2020-10-27 12:20:30,SOM,NotApplicable,ConflictEvent,noinformation,NoInformation,2.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
896,2020-10-26 13:05:30,NGA,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
897,2020-10-24 16:20:30,NGA,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898,2020-10-22 19:30:00,NGA,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,2020-10-18 09:50:30,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,2020-10-15 09:30:30,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,2020-10-14 11:00:15,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902,2020-10-14 06:50:00,AFG,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903,2020-10-13 12:35:00,NGA,NotApplicable,ConflictEvent,noinformation,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,2020-10-13 09:45:00,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
905,2020-10-13 09:30:30,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906,2020-10-12 09:50:30,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,2020-10-12 09:35:45,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,2020-10-12 09:30:15,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909,2020-10-13 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,2020-10-12 09:25:30,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911,2020-10-11 08:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
912,2020-10-10 09:30:45,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,2020-10-10 09:25:45,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914,2020-10-10 09:25:00,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,2020-10-07 23:00:00,YEM,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916,2020-10-07 14:25:15,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917,2020-10-07 11:45:15,AFG,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,2020-10-07 02:20:45,YEM,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919,2020-10-04 11:45:30,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,2020-10-02 11:45:45,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921,2020-10-09 00:00:00,TUN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,2020-10-08 00:00:00,VEN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
924,2020-10-08 00:00:00,TUN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925,2020-10-08 00:00:00,MAR,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
926,2020-10-07 00:00:00,CHL,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927,2020-10-07 00:00:00,TUN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,2020-10-06 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,2020-10-06 00:00:00,CHL,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930,2020-10-06 00:00:00,PAN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
931,2020-10-05 00:00:00,RUS,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,2020-10-05 00:00:00,XKX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
934,2020-10-05 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,2020-10-05 00:00:00,MRT,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,2020-10-03 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,2020-10-03 00:00:00,VEN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,2020-10-02 00:00:00,TUN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,2020-10-02 00:00:00,VEN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944,2020-10-01 00:00:00,ARG,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945,2020-10-01 00:00:00,DZA,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946,2020-10-01 00:00:00,TUN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
947,2020-10-01 00:00:00,PER,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,2020-10-01 00:00:00,VEN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
949,2020-10-11 00:00:00,AZE,NotApplicable,ConflictEvent,stateforces,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,2020-10-10 00:00:00,AZE,NotApplicable,ConflictEvent,stateforces,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
951,2020-10-28 00:00:00,AZE,NotApplicable,ConflictEvent,stateforces,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,2020-10-28 00:00:00,AZE,COVIDEvent,ConflictEvent,stateforces,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
953,2020-10-28 00:00:00,AZE,NotApplicable,ConflictEvent,stateforces,ExplosiveWeapons,1.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
954,2020-08-14 00:00:00,ARG,COVIDEvent,NotApplicable,notapplicable,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955,2020-08-14 00:00:00,AUS,COVIDEvent,NotApplicable,notapplicable,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,2020-08-14 00:00:00,BOL,COVIDEvent,NotApplicable,notapplicable,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,2020-08-14 00:00:00,BRA,COVIDEvent,NotApplicable,notapplicable,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,2020-08-14 00:00:00,CAN,COVIDEvent,NotApplicable,notapplicable,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959,2020-08-14 00:00:00,COD,COVIDEvent,NotApplicable,notapplicable,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,2020-08-14 00:00:00,FRA,COVIDEvent,NotApplicable,notapplicable,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,2020-08-14 00:00:00,GRD,COVIDEvent,NotApplicable,notapplicable,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962,2020-08-14 00:00:00,IRL,COVIDEvent,NotApplicable,notapplicable,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,2020-08-14 00:00:00,ITA,COVIDEvent,NotApplicable,notapplicable,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,2020-08-14 00:00:00,LSO,COVIDEvent,NotApplicable,notapplicable,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,2020-08-14 00:00:00,MEX,COVIDEvent,NotApplicable,notapplicable,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966,2020-08-14 00:00:00,PHL,COVIDEvent,NotApplicable,notapplicable,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,2020-08-14 00:00:00,PRT,COVIDEvent,NotApplicable,notapplicable,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,2020-08-14 00:00:00,SEN,COVIDEvent,NotApplicable,notapplicable,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,2020-08-14 00:00:00,TWN,COVIDEvent,NotApplicable,notapplicable,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,2020-08-14 00:00:00,USA,COVIDEvent,NotApplicable,notapplicable,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,2020-10-30 00:00:00,PER,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,2020-10-30 00:00:00,ARG,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,2020-10-30 00:00:00,VEN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,2020-10-30 00:00:00,KAZ,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,2020-10-29 00:00:00,PRY,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,2020-10-29 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,2020-10-28 00:00:00,PER,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,2020-10-28 00:00:00,PRY,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,2020-10-28 00:00:00,CAF,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,2020-10-27 00:00:00,PER,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,2020-10-26 00:00:00,BOL,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,2020-10-26 00:00:00,COL,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,2020-10-26 00:00:00,KAZ,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,2020-10-25 00:00:00,ARG,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,2020-10-24 00:00:00,PER,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,2020-10-24 00:00:00,VEN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,2020-10-23 00:00:00,ARG,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,2020-10-23 00:00:00,VEN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
